price,total_area,number_of_rooms,apartment_condition,housing_fund,region,living_room,parking_spot,number_of_floors,bathroom,floor,is_penthouse,compartmentalization
84900,40,2,5,0,44,-1,0,12.0,1.0,9.0,0,8
130000,72,3,5,0,47,-1,-1,9.0,1.0,7.0,0,8
259900,100,3,5,0,47,0,3,17.0,2.0,3.0,0,8
229500,111,4,5,0,47,0,0,14.0,2.0,2.0,0,8
153000,95,4,8,0,44,1,0,21.0,2.0,20.0,0,8
245000,91,4,5,0,44,0,-1,15.0,1.0,7.0,0,8
118900,50,3,5,1,47,-1,0,5.0,1.0,3.0,0,7
109900,56,2,-1,0,47,-1,-1,5.0,1.0,2.0,0,8
79900,45,3,-1,1,47,-1,-1,16.0,1.0,10.0,0,8
25000,84,4,4,1,153,-1,0,3.0,1.0,3.0,0,8
165000,73,3,5,0,42,-1,-1,9.0,1.0,3.0,0,8
58700,47,3,-1,1,41,-1,-1,9.0,1.0,6.0,0,8
145000,86,5,5,1,47,-1,-1,10.0,2.0,9.0,0,2
214900,87,4,-1,0,42,0,-1,10.0,1.0,3.0,0,8
125800,74,3,8,0,42,0,-1,11.0,1.0,8.0,0,8
141900,80,4,-1,0,49,-1,-1,9.0,1.0,5.0,0,8
72999,102,4,5,0,44,0,-1,12.0,1.0,9.0,0,8
129900,62,3,5,0,41,0,3,9.0,1.0,6.0,0,8
49524,42,2,8,0,49,-1,3,4.0,1.0,2.0,0,8
33900,22,2,-1,1,42,-1,-1,5.0,1.0,4.0,0,8
95000,39,2,4,0,41,1,1,10.0,1.0,4.0,0,8
97800,85,3,9,0,44,0,0,17.0,2.0,16.0,0,8
305000,125,4,5,0,42,-1,-1,10.0,2.0,10.0,0,8
199000,89,4,5,0,42,-1,3,11.0,1.0,9.0,0,8
79000,42,2,5,1,47,-1,-1,10.0,2.0,6.0,0,8
155000,106,4,5,0,44,-1,0,16.0,1.0,14.0,0,8
116992,73,4,8,0,42,-1,3,10.0,1.0,9.0,0,8
85000,62,4,7,1,43,-1,0,3.0,1.0,2.0,0,8
172500,69,2,8,0,43,-1,0,12.0,1.0,4.0,0,8
210000,121,4,5,0,45,-1,0,6.0,2.0,5.0,0,8
80000,66,3,8,0,99,-1,0,7.0,1.0,7.0,0,8
150000,75,3,5,0,44,0,0,15.0,2.0,14.0,0,8
145000,58,3,5,0,41,-1,0,9.0,2.0,5.0,0,8
226900,98,4,5,0,47,1,0,10.0,1.0,2.0,0,8
76800,48,2,-1,0,47,-1,-1,15.0,1.0,10.0,0,8
189000,82,3,5,0,41,0,0,15.0,2.0,9.0,0,8
92500,54,2,5,0,45,-1,-1,5.0,1.0,1.0,0,8
55290,58,3,8,0,55,-1,-1,5.0,1.0,4.0,0,8
23500,29,2,-1,1,44,-1,-1,3.0,1.0,1.0,0,8
89500,49,3,7,1,47,-1,0,5.0,1.0,3.0,0,8
100000,50,3,-1,1,44,-1,-1,10.0,1.0,10.0,0,8
149000,85,3,5,0,42,-1,0,9.0,1.0,3.0,0,8
98000,49,2,5,1,43,0,0,16.0,1.0,11.0,0,8
215000,82,3,5,0,47,0,0,17.0,2.0,16.0,0,8
127000,76,4,5,1,44,1,0,9.0,2.0,4.0,0,1
99989,54,2,8,0,44,-1,-1,12.0,1.0,10.0,0,8
21500,16,1,-1,1,44,-1,-1,5.0,1.0,2.0,0,8
267250,107,4,5,0,42,0,0,10.0,1.0,7.0,0,8
229000,94,4,-1,0,42,-1,-1,10.0,1.0,1.0,0,8
68000,41,2,-1,0,42,-1,-1,8.0,1.0,4.0,0,8
80000,67,4,-1,1,26,-1,-1,9.0,1.0,9.0,0,8
116000,41,2,5,0,49,0,0,11.0,1.0,10.0,0,8
34800,23,2,7,1,42,1,0,5.0,1.0,1.0,0,8
122000,63,3,5,0,44,0,0,5.0,1.0,2.0,0,8
46000,31,3,5,1,48,-1,0,6.0,1.0,4.0,0,6
57000,38,2,7,0,41,-1,0,9.0,1.0,2.0,0,8
125000,50,2,5,0,46,0,0,11.0,1.0,5.0,0,8
67000,82,3,8,0,26,-1,0,7.0,2.0,2.0,0,8
139900,87,4,5,1,47,-1,0,5.0,2.0,5.0,0,8
265000,85,4,5,0,43,-1,3,23.0,2.0,5.0,0,8
95000,49,2,-1,0,49,0,-1,7.0,1.0,1.0,0,8
215000,93,4,5,0,43,-1,-1,7.0,2.0,1.0,0,8
179900,95,4,8,0,42,-1,3,7.0,1.0,7.0,0,8
119000,45,2,5,0,43,0,0,10.0,1.0,10.0,0,8
29900,27,1,5,1,41,-1,0,5.0,1.0,5.0,0,4
89750,87,4,5,1,26,-1,-1,9.0,2.0,3.0,0,8
108500,55,2,-1,0,42,0,-1,10.0,1.0,2.0,0,8
159900,80,3,-1,0,44,0,0,10.0,1.0,3.0,0,8
170000,89,3,-1,0,100,0,-1,8.0,2.0,8.0,0,8
145000,66,3,5,0,43,0,-1,15.0,1.0,8.0,0,8
55600,30,3,7,1,41,-1,0,6.0,1.0,5.0,0,8
71570,44,2,-1,0,41,0,-1,10.0,1.0,2.0,0,8
127900,87,3,-1,0,47,0,-1,10.0,1.0,6.0,0,8
280000,140,4,8,0,47,0,3,2.0,1.0,16.0,0,8
119900,63,3,-1,0,49,0,-1,12.0,1.0,2.0,0,8
92800,58,2,8,0,41,0,-1,12.0,1.0,3.0,0,8
175000,80,3,5,0,44,0,0,5.0,1.0,5.0,0,8
44200,43,2,2,0,90,-1,0,9.0,1.0,3.0,0,8
112000,45,2,5,0,49,-1,3,10.0,1.0,5.0,0,8
164400,80,3,5,0,47,0,-1,12.0,1.0,10.0,0,8
169000,78,3,5,0,42,0,0,10.0,1.0,9.0,0,8
57510,64,3,3,0,108,-1,-1,6.0,2.0,4.0,0,8
52428,44,2,-1,0,45,0,-1,9.0,1.0,4.0,0,8
137900,66,3,5,0,44,-1,-1,11.0,1.0,2.0,0,8
42000,30,2,-1,1,80,-1,0,5.0,2.0,1.0,0,0
71250,75,3,8,0,45,-1,0,11.0,1.0,1.0,0,8
199000,93,4,4,1,43,0,-1,4.0,2.0,2.0,0,8
53040,52,2,8,0,49,-1,-1,12.0,1.0,11.0,0,8
83999,80,4,6,1,53,-1,0,10.0,1.0,9.0,0,9
152000,76,4,8,0,43,-1,3,14.0,2.0,12.0,0,8
85000,51,2,5,0,42,0,-1,5.0,1.0,5.0,0,8
92500,43,3,5,1,42,-1,0,5.0,1.0,3.0,0,8
82280,69,3,8,0,49,-1,-1,10.0,2.0,2.0,0,8
104000,84,4,8,0,41,0,3,9.0,1.0,3.0,0,8
83600,76,3,8,0,45,-1,0,9.0,1.0,8.0,0,8
56112,47,2,-1,0,45,-1,-1,8.0,1.0,2.0,0,8
99000,51,2,-1,0,41,-1,-1,13.0,2.0,12.0,0,8
69100,49,2,8,0,41,0,3,9.0,1.0,3.0,0,8
295000,110,3,5,0,43,0,3,16.0,1.0,8.0,0,8
182900,94,3,5,0,44,-1,-1,10.0,1.0,6.0,0,8
350000,95,3,5,0,47,0,0,15.0,2.0,12.0,0,8
265000,85,4,4,0,43,0,0,20.0,1.0,5.0,0,8
93500,43,2,5,0,49,-1,-1,11.0,1.0,6.0,0,8
93150,69,3,8,0,47,0,3,15.0,1.0,4.0,0,8
71900,36,2,5,0,41,-1,-1,10.0,1.0,9.0,0,8
91900,51,2,5,1,47,0,0,7.0,1.0,6.0,0,8
275000,134,4,5,0,43,-1,0,8.0,2.0,1.0,0,8
37900,18,2,-1,1,44,-1,-1,5.0,1.0,4.0,0,8
182000,122,4,8,0,49,0,3,7.0,3.0,7.0,0,8
380000,95,3,5,0,44,0,0,15.0,1.0,15.0,0,8
124500,69,3,5,0,41,-1,-1,9.0,1.0,1.0,0,8
107622,119,4,8,0,49,-1,3,4.0,2.0,4.0,0,8
95000,45,3,5,1,47,0,0,5.0,1.0,5.0,0,8
75200,47,2,8,0,47,-1,0,14.0,1.0,13.0,0,8
220000,104,4,8,0,43,-1,0,5.0,1.0,2.0,0,8
212900,105,3,-1,0,41,0,-1,9.0,1.0,3.0,0,8
59900,63,3,5,1,132,0,-1,5.0,1.0,4.0,0,8
235000,100,4,5,0,46,-1,0,7.0,2.0,2.0,0,8
77500,44,2,8,0,42,-1,0,8.0,1.0,4.0,0,8
22500,58,3,8,0,37,1,0,9.0,2.0,9.0,0,8
110000,54,2,5,0,45,0,-1,1.0,1.0,1.0,0,8
179000,74,3,5,0,44,0,-1,10.0,1.0,8.0,0,8
75900,48,3,-1,1,44,-1,-1,10.0,1.0,9.0,0,8
185000,83,5,5,0,41,-1,0,5.0,1.0,5.0,0,8
530000,141,3,5,0,43,-1,-1,13.0,1.0,8.0,0,8
119900,63,3,5,0,49,0,0,12.0,1.0,2.0,0,8
107800,44,2,5,0,47,-1,-1,10.0,1.0,5.0,0,8
89110,94,4,8,0,55,-1,-1,5.0,1.0,1.0,0,8
183900,65,3,5,0,43,0,3,10.0,1.0,9.0,0,8
63825,43,2,2,0,42,-1,0,9.0,1.0,2.0,0,8
48499,21,1,5,1,43,-1,0,5.0,1.0,3.0,0,6
205000,82,4,8,0,43,-1,-1,5.0,1.0,3.0,0,8
40000,42,2,6,1,19,-1,0,9.0,1.0,3.0,0,2
89950,88,4,-1,1,26,-1,-1,9.0,1.0,5.0,0,8
79900,35,2,-1,1,41,0,-1,9.0,1.0,7.0,0,8
62999,48,3,5,1,40,0,0,5.0,1.0,5.0,0,8
242000,88,4,8,0,49,-1,2,6.0,1.0,2.0,0,8
92900,50,3,5,1,47,-1,-1,2.0,1.0,2.0,0,12
64900,42,4,-1,1,43,-1,-1,1.0,1.0,1.0,0,8
123000,40,2,-1,0,43,-1,-1,12.0,1.0,5.0,0,8
88000,68,4,-1,1,41,0,0,5.0,1.0,4.0,0,8
92300,71,3,8,0,49,-1,-1,9.0,1.0,2.0,0,8
55000,30,2,-1,1,42,-1,-1,5.0,1.0,5.0,0,8
137000,65,3,5,0,78,0,0,6.0,1.0,4.0,0,8
135900,65,3,5,0,46,-1,-1,5.0,1.0,2.0,0,8
129500,75,4,5,1,44,-1,0,10.0,2.0,6.0,0,9
124500,48,2,5,0,44,0,-1,10.0,2.0,8.0,0,8
98000,60,4,-1,1,41,-1,-1,5.0,1.0,4.0,0,8
119000,77,3,9,0,44,0,-1,9.0,1.0,3.0,0,8
82532,105,4,8,0,19,-1,-1,7.0,2.0,5.0,0,8
67600,49,2,8,0,41,-1,3,9.0,1.0,3.0,0,8
45000,44,3,7,1,13,-1,-1,5.0,1.0,4.0,0,11
159000,70,3,5,0,47,-1,-1,10.0,1.0,9.0,0,8
72500,45,2,5,0,45,0,0,5.0,1.0,2.0,0,8
25500,68,4,7,1,30,-1,0,2.0,1.0,2.0,0,8
130000,55,3,-1,0,42,-1,-1,10.0,1.0,8.0,0,8
175000,85,3,5,0,43,-1,-1,11.0,1.0,3.0,0,8
105000,52,2,5,0,49,-1,-1,11.0,1.0,9.0,0,8
99999,42,2,-1,0,45,-1,-1,9.0,1.0,1.0,0,8
36000,41,3,5,1,23,0,0,4.0,1.0,4.0,0,8
110000,52,3,5,1,41,-1,-1,5.0,1.0,2.0,0,8
159900,70,3,5,0,49,0,-1,10.0,2.0,3.0,0,8
120500,103,4,-1,0,46,-1,-1,13.0,1.0,9.0,0,8
86053,78,4,-1,0,46,0,-1,15.0,1.0,5.0,0,8
37900,22,2,7,1,44,-1,-1,5.0,1.0,4.0,0,8
122560,76,4,8,0,49,-1,1,4.0,1.0,3.0,0,8
92000,48,3,5,0,41,-1,0,18.0,1.0,15.0,0,8
121000,69,3,8,0,43,-1,0,15.0,2.0,10.0,0,8
87000,79,4,5,1,44,-1,-1,10.0,1.0,2.0,0,8
73900,33,2,5,1,49,0,0,5.0,1.0,2.0,0,8
80900,48,2,-1,1,41,0,-1,6.0,1.0,6.0,0,8
126000,82,3,8,1,43,-1,0,15.0,2.0,5.0,0,8
66800,64,3,8,0,64,0,1,6.0,1.0,3.0,0,8
188500,75,3,8,0,43,-1,3,13.0,2.0,4.0,0,8
179000,86,4,5,0,42,0,3,10.0,2.0,1.0,0,8
96416,74,4,8,0,49,-1,-1,10.0,1.0,6.0,0,8
245000,76,4,5,0,43,0,-1,14.0,1.0,9.0,0,8
104900,74,4,7,1,44,0,0,10.0,1.0,9.0,0,2
87500,74,4,5,1,41,0,-1,5.0,1.0,2.0,0,8
100200,82,4,8,0,42,0,0,5.0,2.0,2.0,0,8
72540,56,3,8,0,47,-1,0,10.0,1.0,3.0,0,8
69540,57,2,8,0,49,-1,-1,10.0,1.0,7.0,0,8
77500,47,3,5,1,41,-1,0,5.0,1.0,2.0,0,8
169900,72,3,5,0,47,0,0,10.0,1.0,7.0,0,8
175000,85,5,5,1,49,-1,0,5.0,1.0,4.0,0,0
98000,42,2,5,0,44,-1,0,10.0,1.0,3.0,0,8
205000,70,3,5,0,43,-1,0,14.0,2.0,8.0,0,8
170000,100,3,5,0,42,-1,0,4.0,1.0,2.0,0,8
118000,62,3,5,0,45,-1,1,7.0,1.0,4.0,0,8
58900,36,2,7,1,47,-1,-1,5.0,1.0,5.0,0,3
85000,45,3,5,1,49,-1,0,5.0,1.0,4.0,0,8
280000,140,4,8,0,47,0,3,18.0,1.0,16.0,0,8
88000,52,3,5,1,46,-1,0,9.0,1.0,2.0,0,8
112000,67,3,8,0,42,-1,-1,8.0,2.0,4.0,0,8
86700,48,3,-1,1,41,-1,-1,5.0,1.0,2.0,0,8
102000,95,3,-1,1,44,0,-1,9.0,1.0,6.0,0,8
180000,65,3,5,0,44,0,3,12.0,1.0,12.0,0,8
123500,79,2,5,0,42,-1,0,4.0,1.0,3.0,0,8
89000,74,4,0,1,43,-1,-1,16.0,1.0,13.0,0,8
175000,78,4,5,0,42,-1,-1,9.0,2.0,7.0,0,8
127900,53,3,5,0,42,0,3,10.0,2.0,8.0,0,8
72000,50,2,8,0,47,0,-1,9.0,1.0,3.0,0,8
64000,68,3,8,0,109,-1,0,6.0,2.0,3.0,0,8
64000,32,2,5,0,41,-1,0,10.0,1.0,4.0,0,8
63300,55,2,-1,0,45,0,3,7.0,1.0,1.0,0,8
86700,47,3,-1,0,41,-1,-1,5.0,1.0,2.0,0,8
84500,57,3,2,0,49,-1,0,9.0,2.0,3.0,0,8
230000,89,3,5,0,43,0,3,9.0,1.0,9.0,0,8
123900,100,4,8,0,44,-1,0,16.0,2.0,8.0,0,8
165000,68,3,5,0,42,0,0,9.0,1.0,7.0,0,8
45500,33,2,8,0,41,0,3,10.0,1.0,9.0,0,8
75000,75,3,5,0,46,0,-1,10.0,1.0,1.0,0,8
157300,77,3,8,0,42,-1,0,15.0,2.0,3.0,0,8
108900,47,2,5,0,43,-1,0,14.0,1.0,7.0,0,8
119000,100,4,8,0,45,0,-1,10.0,2.0,2.0,0,8
221900,117,4,8,0,44,-1,0,14.0,1.0,8.0,0,8
238000,83,3,4,0,41,-1,3,9.0,2.0,4.0,0,8
74900,47,2,8,0,44,-1,-1,10.0,1.0,9.0,0,8
209000,88,3,5,0,43,0,3,10.0,2.0,9.0,0,8
175000,41,2,4,0,43,0,0,13.0,2.0,8.0,0,14
160000,63,3,5,0,44,0,-1,4.0,1.0,1.0,0,8
119800,62,3,-1,0,44,-1,-1,11.0,1.0,6.0,0,8
78000,70,3,-1,1,47,-1,-1,2.0,1.0,2.0,0,8
19500,23,1,6,1,44,-1,0,9.0,1.0,7.0,0,8
118900,66,3,5,1,42,0,0,5.0,1.0,2.0,0,8
124000,49,2,5,0,43,0,-1,10.0,1.0,8.0,0,8
188000,86,3,5,0,47,0,-1,15.0,1.0,5.0,0,8
215000,88,4,5,0,42,0,0,10.0,1.0,3.0,0,8
126000,52,2,5,0,43,0,0,15.0,1.0,9.0,0,8
165000,60,3,5,0,43,0,0,7.0,1.0,5.0,0,8
89000,89,3,8,0,49,-1,0,12.0,2.0,12.0,0,8
72500,60,2,2,0,46,-1,0,10.0,1.0,5.0,0,8
140000,60,3,5,1,43,0,0,8.0,2.0,2.0,0,8
245000,91,4,5,0,44,0,-1,13.0,1.0,7.0,0,8
189000,76,3,5,0,43,0,0,10.0,2.0,9.0,0,8
99900,54,3,5,0,49,-1,-1,14.0,1.0,14.0,0,8
65000,60,4,-1,1,26,-1,-1,5.0,1.0,5.0,0,8
101900,60,2,-1,0,47,0,-1,23.0,1.0,6.0,0,8
105900,80,5,0,1,47,0,0,20.0,2.0,7.0,0,8
67440,57,2,8,0,99,-1,-1,10.0,1.0,6.0,0,8
149900,93,4,8,0,42,-1,0,9.0,1.0,6.0,0,8
84000,47,3,5,1,43,-1,0,2.0,1.0,1.0,0,12
82000,43,2,5,0,49,-1,0,6.0,1.0,1.0,0,8
28900,22,2,5,1,41,-1,0,5.0,1.0,2.0,0,8
135000,73,3,8,0,44,0,-1,11.0,1.0,8.0,0,8
39900,18,1,-1,1,42,-1,-1,7.0,1.0,2.0,0,8
36900,24,2,-1,1,41,1,-1,5.0,1.0,3.0,0,8
85000,49,2,8,0,43,0,-1,9.0,1.0,2.0,0,8
78400,56,3,8,0,41,0,-1,12.0,1.0,6.0,0,8
129900,65,3,-1,1,47,0,-1,5.0,1.0,4.0,0,8
180000,64,3,5,0,42,-1,0,11.0,1.0,8.0,0,8
21000,90,5,-1,1,119,0,-1,5.0,1.0,1.0,0,8
135900,53,2,5,0,43,0,-1,16.0,1.0,14.0,0,8
295000,120,4,-1,0,47,0,-1,17.0,1.0,5.0,0,8
119990,84,4,5,1,43,0,0,9.0,2.0,4.0,0,2
159000,75,3,5,0,44,0,3,8.0,2.0,6.0,0,8
51250,41,2,2,0,49,-1,3,9.0,1.0,1.0,0,8
122500,72,3,-1,0,44,-1,-1,10.0,1.0,1.0,0,8
65000,41,2,5,0,126,0,0,14.0,1.0,5.0,0,8
100000,51,3,5,1,41,-1,-1,14.0,2.0,6.0,0,2
49900,47,3,6,1,43,-1,0,1.0,1.0,1.0,0,8
80500,46,2,-1,0,42,-1,-1,10.0,1.0,2.0,0,8
62990,69,4,5,0,29,-1,0,6.0,1.0,5.0,0,8
61336,45,2,-1,0,45,-1,-1,8.0,1.0,6.0,0,8
20000,27,1,-1,1,121,-1,-1,3.0,1.0,1.0,0,8
84100,58,3,8,0,47,-1,3,15.0,1.0,5.0,0,8
145900,113,4,5,1,41,-1,0,9.0,3.0,1.0,0,8
27500,15,1,-1,1,41,-1,-1,5.0,1.0,3.0,0,8
133000,82,4,5,0,41,-1,0,6.0,1.0,3.0,0,8
100000,58,3,-1,0,53,-1,-1,11.0,1.0,2.0,0,8
74500,50,3,7,1,41,-1,0,5.0,1.0,5.0,0,8
73900,58,3,-1,1,41,-1,-1,16.0,1.0,8.0,0,8
79500,50,3,7,1,41,-1,0,5.0,1.0,5.0,0,0
49900,67,3,8,0,30,0,0,6.0,2.0,3.0,0,8
120000,77,3,8,0,46,-1,0,10.0,2.0,9.0,0,8
134900,75,4,5,0,41,-1,-1,9.0,1.0,7.0,0,8
155000,60,3,5,0,41,0,0,10.0,1.0,9.0,0,8
215000,90,3,5,0,42,0,3,9.0,1.0,9.0,0,8
27500,3,2,4,1,29,-1,0,2.0,1.0,2.0,0,8
87000,63,4,7,1,42,-1,1,1.0,1.0,1.0,0,8
146900,64,4,5,0,49,0,-1,10.0,1.0,10.0,0,8
44000,52,3,7,1,103,-1,-1,5.0,2.0,5.0,0,9
79000,79,3,8,0,124,-1,-1,1.0,2.0,1.0,0,8
375000,70,3,5,0,43,0,0,11.0,1.0,10.0,0,8
219000,95,4,-1,0,44,-1,0,10.0,2.0,9.0,0,8
135900,90,3,5,0,44,0,0,10.0,2.0,3.0,0,8
131000,65,3,5,0,47,-1,-1,9.0,1.0,7.0,0,8
152500,61,2,8,0,43,-1,0,12.0,1.0,4.0,0,8
60000,36,2,5,0,43,-1,0,1.0,1.0,1.0,0,8
100000,87,5,6,1,49,-1,0,5.0,2.0,1.0,0,0
119175,80,3,-1,0,43,0,-1,15.0,1.0,4.0,0,8
20000,51,3,7,1,106,1,0,5.0,1.0,5.0,0,8
91712,72,3,8,0,42,0,-1,5.0,1.0,4.0,0,8
39900,24,2,5,1,42,-1,0,5.0,1.0,5.0,0,8
255000,102,5,5,1,43,-1,0,5.0,2.0,4.0,0,8
32000,29,2,9,0,41,-1,-1,13.0,1.0,6.0,0,8
245000,77,4,5,0,43,-1,3,14.0,2.0,9.0,0,8
99400,70,3,8,0,44,-1,3,10.0,2.0,1.0,0,8
136000,76,3,5,0,49,0,3,12.0,1.0,9.0,0,8
245000,91,4,-1,0,44,0,-1,15.0,1.0,7.0,0,8
91800,68,3,-1,0,47,0,-1,16.0,1.0,2.0,0,8
82500,65,3,-1,1,30,-1,-1,5.0,1.0,1.0,0,8
169900,73,3,5,0,44,-1,3,12.0,1.0,11.0,0,8
43000,35,2,-1,1,64,-1,-1,5.0,1.0,5.0,0,8
110000,50,4,5,1,41,0,0,5.0,1.0,2.0,0,8
94500,43,2,5,0,44,-1,-1,10.0,1.0,6.0,0,8
126000,70,4,7,1,48,-1,-1,9.0,2.0,9.0,0,1
134900,54,3,5,0,44,-1,0,10.0,1.0,3.0,0,8
245000,76,3,5,0,43,0,0,15.0,1.0,9.0,0,8
63000,45,2,8,0,41,1,0,15.0,1.0,4.0,0,8
115000,82,4,8,0,46,-1,0,10.0,2.0,4.0,0,8
87730,56,3,-1,0,41,0,-1,15.0,1.0,5.0,0,8
84900,40,2,5,0,41,-1,-1,9.0,1.0,6.0,0,8
39500,23,1,5,1,47,-1,0,9.0,1.0,7.0,0,8
95000,51,2,8,0,42,0,0,9.0,1.0,9.0,0,8
99500,52,2,8,0,44,0,-1,12.0,1.0,11.0,0,8
145000,52,2,-1,0,44,0,-1,10.0,1.0,9.0,0,8
70000,40,3,5,1,42,1,0,17.0,1.0,16.0,0,8
37900,27,2,-1,1,41,-1,-1,5.0,1.0,5.0,0,8
67900,32,2,5,1,41,0,-1,5.0,1.0,5.0,0,8
97500,50,2,8,0,42,-1,0,13.0,1.0,13.0,0,8
174900,80,5,5,0,42,0,-1,10.0,2.0,7.0,0,8
51900,33,2,7,1,44,-1,0,15.0,1.0,11.0,0,8
111200,107,5,8,0,45,-1,-1,9.0,2.0,8.0,0,8
148000,100,4,5,0,44,0,0,5.0,2.0,3.0,0,8
157682,74,3,5,0,49,0,0,7.0,2.0,3.0,0,8
120000,68,3,5,0,41,0,0,9.0,1.0,6.0,0,8
90000,49,2,5,0,43,-1,-1,11.0,1.0,11.0,0,8
57600,70,4,7,1,34,-1,-1,5.0,1.0,4.0,0,8
87500,74,3,5,1,41,0,-1,5.0,1.0,2.0,0,8
29800,20,2,-1,1,47,0,-1,9.0,1.0,6.0,0,8
178500,80,3,5,0,41,0,0,16.0,1.0,3.0,0,8
72900,60,4,7,1,41,-1,0,4.0,1.0,4.0,0,8
360000,96,3,5,0,47,-1,-1,12.0,2.0,2.0,0,8
94900,49,3,5,1,49,0,0,4.0,2.0,2.0,0,12
64000,38,3,0,1,49,-1,0,5.0,1.0,4.0,0,8
38000,46,3,-1,1,21,0,-1,4.0,1.0,4.0,0,8
199900,122,4,-1,0,44,-1,-1,9.0,1.0,4.0,0,8
83900,86,3,8,0,42,0,0,4.0,1.0,3.0,0,8
67860,48,2,8,0,41,0,-1,10.0,1.0,6.0,0,8
89500,87,4,-1,1,26,-1,-1,9.0,1.0,3.0,0,8
215000,92,3,5,1,43,-1,-1,4.0,2.0,2.0,0,8
104900,55,3,5,1,43,0,-1,9.0,1.0,9.0,0,8
99900,47,2,-1,0,44,-1,-1,9.0,1.0,4.0,0,8
61500,44,2,2,0,46,-1,0,9.0,1.0,6.0,0,8
304000,90,3,-1,0,49,0,-1,6.0,1.0,2.0,0,8
199900,103,3,5,0,42,-1,0,12.0,2.0,5.0,0,8
104000,84,4,8,0,41,0,3,9.0,2.0,3.0,0,8
185000,70,3,-1,0,43,0,-1,13.0,1.0,9.0,0,8
134900,65,2,5,0,41,0,0,10.0,1.0,6.0,0,8
94336,75,4,8,0,42,0,0,7.0,1.0,3.0,0,8
164000,96,4,5,0,41,0,0,9.0,2.0,3.0,0,8
95000,58,3,-1,0,53,-1,-1,11.0,1.0,2.0,0,8
155000,76,4,8,0,43,0,3,14.0,2.0,12.0,0,8
117000,193,3,5,0,136,0,0,11.0,2.0,11.0,0,8
65000,50,3,7,1,41,-1,0,3.0,2.0,1.0,0,12
93000,76,3,5,1,46,-1,-1,9.0,2.0,9.0,0,8
202000,91,3,-1,0,43,0,-1,9.0,1.0,4.0,0,8
139500,87,4,5,1,47,1,0,5.0,2.0,5.0,0,8
106650,84,4,-1,0,41,0,3,9.0,1.0,3.0,0,8
124500,68,3,5,0,41,-1,0,10.0,1.0,1.0,0,8
38900,24,1,5,1,42,-1,-1,6.0,1.0,5.0,0,8
160000,100,3,8,0,41,-1,-1,18.0,2.0,15.0,0,8
67500,40,2,5,0,41,0,0,12.0,1.0,8.0,0,8
119900,90,5,5,1,47,1,0,4.0,1.0,3.0,0,12
89500,75,4,0,1,41,0,0,9.0,2.0,3.0,0,8
268000,100,3,5,0,43,0,0,9.0,1.0,6.0,0,8
64000,28,1,-1,0,44,-1,-1,16.0,1.0,12.0,0,8
110000,57,2,8,0,42,0,0,13.0,1.0,12.0,0,8
87430,62,2,8,0,41,-1,0,14.0,1.0,13.0,0,8
67000,49,2,-1,0,41,0,3,9.0,1.0,3.0,0,8
92000,77,4,7,1,47,-1,0,9.0,2.0,9.0,0,2
114900,78,3,-1,0,45,0,-1,3.0,1.0,3.0,0,8
99750,87,4,8,0,45,-1,-1,10.0,2.0,10.0,0,8
64400,46,2,8,0,47,0,3,9.0,1.0,3.0,0,8
164900,72,4,5,0,44,-1,-1,11.0,1.0,4.0,0,8
42500,24,2,5,1,44,1,0,9.0,1.0,6.0,0,8
340000,146,3,5,0,43,0,-1,15.0,2.0,12.0,0,8
92100,63,3,2,0,54,-1,0,7.0,2.0,4.0,0,8
64900,42,4,7,1,43,-1,-1,1.0,1.0,1.0,0,8
85000,40,2,-1,1,44,0,0,9.0,2.0,8.0,0,8
53000,31,2,7,1,42,-1,0,7.0,1.0,6.0,0,4
250000,82,3,5,0,47,0,-1,17.0,2.0,15.0,0,8
112301,92,5,-1,0,47,-1,-1,14.0,1.0,9.0,0,8
106480,48,2,6,0,47,-1,-1,10.0,1.0,2.0,0,8
165000,70,3,5,0,42,0,-1,10.0,1.0,6.0,0,8
92000,68,4,-1,1,46,-1,-1,9.0,1.0,8.0,0,8
94900,45,3,5,1,43,0,-1,5.0,1.0,5.0,0,8
197000,65,4,-1,0,43,0,3,14.0,2.0,12.0,0,8
104000,84,4,8,0,41,0,3,9.0,2.0,3.0,0,8
37000,54,3,9,1,59,1,0,5.0,1.0,5.0,0,2
87500,70,3,-1,0,47,-1,-1,16.0,1.0,2.0,0,8
80160,67,3,8,0,45,-1,0,8.0,1.0,6.0,0,8
349900,116,3,8,0,43,-1,3,4.0,2.0,2.0,0,8
62000,40,3,5,1,41,1,0,2.0,1.0,2.0,0,8
129900,62,3,5,0,46,-1,-1,11.0,1.0,3.0,0,8
88102,59,3,5,1,41,0,0,10.0,2.0,9.0,0,8
255000,102,5,5,1,43,-1,0,5.0,3.0,4.0,0,8
133900,70,3,5,0,41,-1,0,6.0,1.0,3.0,0,8
689000,358,5,4,0,47,-1,0,10.0,3.0,10.0,0,8
245000,91,4,5,0,44,0,-1,14.0,1.0,7.0,0,8
119000,82,4,5,1,47,-1,-1,5.0,1.0,5.0,0,8
110000,42,2,5,0,41,0,0,15.0,1.0,9.0,0,8
112900,60,3,-1,0,41,0,-1,9.0,1.0,3.0,0,8
92000,80,4,8,0,90,-1,-1,10.0,1.0,2.0,0,8
199000,150,3,8,0,49,-1,0,5.0,2.0,5.0,0,8
