price,total_area,number_of_rooms,apartment_condition,housing_fund,region,living_room,parking_spot,number_of_floors,bathroom,floor,is_penthouse,compartmentalization
74900,40,3,5,1,42,0,-1,16.0,1.0,16.0,0,8
215989,102,3,5,0,44,0,-1,12.0,1.0,2.0,0,8
86700,132,3,8,0,45,-1,-1,9.0,1.0,9.0,0,8
87000,67,3,8,0,47,-1,0,10.0,2.0,4.0,0,8
67500,45,3,8,0,53,-1,-1,7.0,1.0,4.0,0,8
119900,56,3,5,0,41,0,0,9.0,1.0,4.0,0,8
93000,46,2,5,0,44,-1,-1,13.0,1.0,2.0,0,8
100000,52,2,5,0,49,0,-1,10.0,1.0,5.0,0,8
169900,99,4,5,0,43,0,-1,13.0,2.0,12.0,0,8
50000,50,3,-1,0,52,-1,-1,3.0,1.0,2.0,0,8
85000,48,2,-1,0,43,-1,-1,14.0,1.0,10.0,0,8
79200,55,2,-1,0,41,-1,-1,12.0,1.0,4.0,0,8
185000,75,3,5,0,44,0,-1,12.0,1.0,1.0,0,8
112900,52,2,5,0,53,0,0,11.0,1.0,10.0,0,8
46800,40,3,7,1,42,-1,-1,5.0,1.0,2.0,0,8
209000,88,3,5,0,44,0,3,10.0,2.0,9.0,0,8
58499,70,4,5,1,26,-1,-1,10.0,1.0,9.0,0,8
145900,87,4,5,0,45,0,0,5.0,1.0,3.0,0,8
74000,54,3,-1,1,42,-1,-1,5.0,2.0,4.0,0,8
66150,67,3,8,0,49,0,3,10.0,1.0,8.0,0,8
60900,42,2,8,0,49,-1,-1,9.0,1.0,6.0,0,8
32000,23,2,-1,1,49,-1,-1,5.0,1.0,3.0,0,8
17500,14,1,-1,1,44,-1,-1,9.0,1.0,3.0,0,8
98000,53,3,5,0,41,1,0,10.0,1.0,5.0,0,8
495000,230,5,-1,0,43,0,3,10.0,1.0,9.0,0,8
99500,45,2,5,0,49,0,-1,10.0,1.0,5.0,0,8
72000,61,3,-1,0,49,-1,-1,10.0,1.0,5.0,0,8
248000,90,4,5,0,42,-1,-1,10.0,2.0,2.0,0,8
35000,16,2,7,1,47,-1,-1,7.0,1.0,2.0,0,8
79500,79,4,6,1,99,-1,0,5.0,2.0,2.0,0,8
98000,70,4,7,1,42,0,0,9.0,2.0,7.0,0,9
82000,54,3,-1,1,44,-1,-1,9.0,1.0,1.0,0,8
145000,67,3,5,0,42,0,-1,7.0,1.0,2.0,0,8
62000,38,2,7,1,47,0,-1,3.0,1.0,3.0,0,8
133700,81,3,8,0,41,-1,0,17.0,2.0,13.0,0,8
110000,72,4,8,0,43,-1,-1,6.0,1.0,1.0,0,8
101200,110,3,8,0,90,-1,3,9.0,2.0,9.0,0,8
129900,66,3,5,0,78,0,-1,5.0,1.0,3.0,0,8
89900,48,3,-1,1,43,-1,-1,9.0,1.0,1.0,0,8
45000,43,2,8,0,26,-1,-1,10.0,1.0,4.0,0,8
98180,72,3,8,0,41,0,3,12.0,2.0,5.0,0,8
490000,150,3,5,0,43,0,3,8.0,2.0,2.0,0,8
126735,74,3,-1,0,43,-1,-1,10.0,1.0,6.0,0,8
245000,81,3,-1,0,43,0,3,14.0,2.0,9.0,0,8
147900,50,2,5,0,44,0,-1,12.0,1.0,12.0,0,8
153000,74,3,5,0,42,0,0,10.0,1.0,1.0,0,8
97331,74,4,8,0,42,0,3,5.0,1.0,1.0,0,8
225000,84,3,-1,0,49,0,-1,14.0,1.0,10.0,0,8
97000,43,2,5,0,41,-1,0,16.0,1.0,14.0,0,8
67000,47,3,7,1,47,0,0,5.0,1.0,5.0,0,8
115000,70,4,5,1,41,-1,-1,9.0,2.0,5.0,0,8
165000,48,2,5,0,43,0,0,7.0,1.0,2.0,0,8
139900,68,3,5,0,42,-1,0,12.0,1.0,10.0,0,8
169900,64,3,4,0,42,0,-1,9.0,1.0,8.0,0,8
145000,172,4,5,0,43,0,-1,10.0,1.0,1.0,0,8
64900,38,2,7,1,41,-1,0,9.0,2.0,1.0,0,13
206900,70,3,5,0,47,-1,0,14.0,1.0,1.0,0,8
65000,37,2,7,1,47,-1,0,21.0,1.0,5.0,0,8
210000,94,4,5,0,41,-1,0,14.0,1.0,10.0,0,8
122000,59,2,5,0,44,1,0,11.0,1.0,5.0,0,8
219900,116,5,5,0,41,-1,0,9.0,2.0,4.0,0,8
95000,47,3,5,1,41,-1,-1,9.0,1.0,6.0,0,2
45000,41,3,5,1,29,-1,0,5.0,1.0,4.0,0,8
189999,80,3,5,0,48,0,3,11.0,2.0,3.0,0,8
69000,46,3,5,1,41,-1,0,6.0,1.0,5.0,0,0
167000,78,4,-1,0,43,0,3,7.0,2.0,1.0,0,8
195000,74,3,-1,0,47,-1,-1,10.0,1.0,2.0,0,8
137000,82,3,5,0,42,0,0,7.0,1.0,3.0,0,8
74900,40,2,-1,1,41,-1,-1,23.0,1.0,7.0,0,8
114900,70,4,-1,1,41,-1,-1,9.0,2.0,4.0,0,2
98900,50,3,5,1,41,-1,0,11.0,2.0,9.0,0,8
168900,78,4,5,0,42,-1,0,9.0,2.0,9.0,0,8
139900,70,3,5,0,49,1,0,8.0,2.0,8.0,0,8
40000,37,2,8,0,45,1,0,9.0,1.0,7.0,0,8
98000,47,3,5,1,41,-1,-1,6.0,1.0,2.0,0,8
202500,122,4,5,1,41,-1,-1,10.0,2.0,9.0,0,8
83000,48,3,5,1,47,-1,0,3.0,1.0,3.0,0,8
99000,61,3,5,0,45,-1,-1,5.0,1.0,4.0,0,8
104399,72,3,8,0,46,-1,-1,10.0,2.0,8.0,0,8
218000,117,4,8,0,44,0,-1,12.0,1.0,8.0,0,8
128500,88,5,-1,1,46,-1,-1,5.0,1.0,5.0,0,8
85050,63,3,8,0,41,0,-1,12.0,1.0,2.0,0,8
164900,87,4,8,0,41,-1,3,11.0,2.0,5.0,0,8
105900,70,3,8,0,45,-1,3,9.0,1.0,5.0,0,8
145500,85,4,8,0,42,0,-1,9.0,1.0,2.0,0,8
85090,63,3,2,0,41,-1,0,12.0,2.0,2.0,0,8
173000,115,4,4,0,49,-1,3,5.0,2.0,2.0,0,8
63450,47,2,8,0,46,-1,-1,9.0,1.0,3.0,0,8
67900,32,2,5,1,44,-1,0,9.0,1.0,3.0,0,9
60900,38,2,-1,0,45,-1,-1,10.0,1.0,1.0,0,8
60000,65,3,7,1,36,-1,0,5.0,1.0,4.0,0,8
62000,57,3,5,0,26,-1,0,8.0,1.0,2.0,0,8
45000,42,2,5,0,27,-1,0,5.0,1.0,3.0,0,8
97500,40,2,5,0,43,-1,-1,9.0,1.0,8.0,0,8
87400,53,3,5,1,48,-1,2,5.0,2.0,4.0,0,3
35000,30,3,0,1,124,-1,0,9.0,1.0,2.0,0,8
83900,40,2,-1,1,41,0,-1,9.0,1.0,1.0,0,8
43000,33,2,7,0,126,0,0,16.0,1.0,11.0,0,6
105000,45,2,5,0,41,-1,-1,10.0,1.0,8.0,0,8
94875,63,2,7,0,43,1,-1,11.0,1.0,1.0,0,8
168500,44,2,5,0,43,0,0,7.0,1.0,6.0,0,8
35700,54,3,5,1,29,-1,-1,5.0,2.0,5.0,0,8
94900,46,3,5,1,41,0,-1,14.0,1.0,8.0,0,8
149000,60,3,5,0,42,0,0,11.0,1.0,4.0,0,8
106000,47,2,-1,0,42,-1,-1,13.0,1.0,6.0,0,8
65000,37,2,5,1,49,-1,-1,5.0,1.0,5.0,0,8
499000,212,4,5,0,43,-1,3,9.0,2.0,2.0,0,8
106650,79,3,8,0,41,0,-1,16.0,1.0,13.0,0,8
117500,47,2,8,0,43,0,3,5.0,1.0,2.0,0,8
133900,70,3,5,0,41,0,0,6.0,1.0,3.0,0,8
132900,60,3,5,0,44,-1,0,9.0,1.0,4.0,0,8
45000,39,2,8,0,49,-1,-1,12.0,1.0,5.0,0,8
67900,45,2,8,0,41,-1,-1,16.0,1.0,15.0,0,8
155500,77,3,5,0,41,0,0,9.0,1.0,5.0,0,8
94900,48,3,4,0,45,-1,0,10.0,1.0,5.0,0,8
255000,85,4,5,0,41,0,3,15.0,1.0,4.0,0,8
105000,55,3,8,0,42,0,0,10.0,1.0,9.0,0,8
40300,25,2,5,1,43,-1,0,4.0,1.0,1.0,0,8
97900,51,3,-1,1,43,0,-1,5.0,1.0,5.0,0,8
32900,18,2,-1,1,41,-1,-1,5.0,1.0,5.0,0,8
36900,24,2,-1,1,41,-1,-1,5.0,1.0,3.0,0,8
117900,45,2,-1,0,44,0,-1,8.0,1.0,3.0,0,8
54500,45,2,8,0,45,-1,0,10.0,1.0,1.0,0,8
107000,85,4,8,0,45,-1,-1,9.0,2.0,5.0,0,8
107400,42,2,5,0,47,0,0,10.0,1.0,9.0,0,8
97000,58,2,7,0,44,0,0,16.0,1.0,13.0,0,8
137529,124,4,8,0,46,0,-1,10.0,3.0,9.0,0,8
115900,55,3,5,1,42,-1,-1,9.0,2.0,6.0,0,2
105000,56,3,8,0,42,-1,-1,10.0,1.0,9.0,0,8
250000,140,4,5,0,49,-1,0,7.0,2.0,4.0,0,8
75000,45,2,5,1,43,-1,0,5.0,1.0,5.0,0,0
159800,94,3,5,0,43,0,-1,10.0,2.0,5.0,0,8
95000,49,2,-1,0,49,-1,-1,7.0,1.0,1.0,0,8
180000,64,3,4,0,42,0,-1,10.0,1.0,8.0,0,8
62000,34,1,7,1,44,0,0,9.0,1.0,7.0,0,8
158000,72,3,5,0,46,0,-1,9.0,2.0,8.0,0,8
105900,52,2,-1,0,47,0,-1,4.0,1.0,1.0,0,8
48500,20,2,5,1,43,-1,0,5.0,1.0,3.0,0,6
105000,54,3,5,0,45,-1,-1,4.0,1.0,1.0,0,8
49950,27,2,-1,1,48,-1,-1,2.0,1.0,1.0,0,8
88900,59,3,8,0,47,-1,-1,11.0,1.0,2.0,0,8
145000,66,3,5,0,43,-1,-1,15.0,1.0,8.0,0,8
126900,61,3,5,0,42,-1,0,7.0,1.0,2.0,0,8
124500,48,2,-1,0,44,0,-1,10.0,1.0,8.0,0,8
51000,40,2,8,0,53,0,-1,8.0,1.0,8.0,0,8
146000,146,4,4,0,26,-1,3,3.0,2.0,1.0,0,8
145000,65,4,5,1,43,-1,0,1.0,1.0,1.0,0,8
107500,64,3,5,0,44,0,0,13.0,1.0,13.0,0,8
96900,40,2,5,0,41,0,0,9.0,1.0,8.0,0,8
175900,75,4,-1,0,47,0,3,16.0,1.0,5.0,0,8
70000,67,2,8,0,42,-1,0,7.0,2.0,2.0,0,8
34300,40,2,6,0,45,-1,-1,9.0,1.0,1.0,0,8
94900,52,3,5,1,47,-1,0,5.0,1.0,5.0,0,3
144900,80,4,5,1,43,0,0,1.0,1.0,1.0,0,10
130000,52,2,-1,0,47,0,-1,13.0,1.0,3.0,0,8
92900,57,2,5,0,41,-1,-1,10.0,2.0,3.0,0,8
85050,68,3,8,0,49,0,-1,10.0,2.0,2.0,0,8
119000,83,3,5,0,44,-1,0,16.0,1.0,15.0,0,8
31500,15,2,5,1,41,-1,-1,9.0,1.0,4.0,0,8
85000,40,2,5,1,44,0,-1,9.0,1.0,8.0,0,8
119000,47,2,5,0,43,-1,0,11.0,1.0,10.0,0,8
119000,53,2,5,0,42,0,1,10.0,1.0,4.0,0,8
77000,32,2,-1,1,42,-1,-1,5.0,1.0,1.0,0,8
160000,70,4,5,1,44,-1,-1,14.0,1.0,10.0,0,8
77999,67,3,7,1,49,-1,-1,5.0,1.0,1.0,0,8
236000,153,4,5,0,44,0,-1,9.0,1.0,6.0,0,8
109000,79,3,7,0,44,-1,0,16.0,2.0,9.0,0,8
69900,32,2,5,1,47,0,-1,5.0,1.0,2.0,0,7
123000,40,2,-1,0,47,1,-1,12.0,1.0,5.0,0,8
139999,80,3,-1,0,41,0,0,9.0,1.0,5.0,0,8
144900,76,4,5,0,45,0,-1,10.0,2.0,7.0,0,8
92500,55,3,5,1,47,0,0,9.0,1.0,4.0,0,1
124900,71,2,5,0,46,0,-1,13.0,1.0,13.0,0,8
62000,68,3,8,0,35,-1,-1,6.0,1.0,6.0,0,8
255000,165,5,5,0,43,0,-1,10.0,1.0,9.0,0,8
67000,30,2,5,1,41,0,-1,5.0,1.0,1.0,0,8
198000,77,4,5,0,43,0,0,10.0,1.0,7.0,0,8
26900,20,2,5,1,44,-1,0,5.0,1.0,5.0,0,8
76900,45,2,7,1,44,-1,-1,9.0,1.0,1.0,0,8
166900,73,3,5,0,42,-1,-1,8.0,1.0,6.0,0,8
71999,65,4,5,1,27,1,0,5.0,1.0,2.0,0,2
179000,88,4,5,0,42,0,0,10.0,2.0,1.0,0,8
185000,87,3,8,0,41,1,0,5.0,2.0,5.0,0,8
84900,55,3,7,1,41,-1,0,9.0,2.0,4.0,0,8
93000,36,2,5,0,41,1,-1,10.0,1.0,5.0,0,8
107000,58,3,5,1,41,-1,-1,2.0,1.0,2.0,0,12
145770,129,5,8,0,46,-1,-1,9.0,1.0,9.0,0,8
248000,90,4,5,0,42,0,-1,10.0,2.0,3.0,0,8
69000,50,2,-1,0,41,-1,-1,10.0,1.0,4.0,0,8
385000,120,3,5,0,47,0,0,17.0,2.0,9.0,0,8
134900,75,4,7,1,41,-1,-1,5.0,1.0,4.0,0,0
93000,72,3,8,0,41,-1,3,9.0,1.0,3.0,0,8
115000,43,2,-1,0,43,-1,-1,14.0,1.0,5.0,0,8
133000,82,4,5,0,41,-1,0,6.0,1.0,3.0,0,8
82650,57,3,8,0,47,0,-1,15.0,1.0,6.0,0,8
87500,74,3,-1,1,41,-1,-1,5.0,1.0,2.0,0,8
200000,93,3,5,0,43,0,3,16.0,2.0,10.0,0,8
132000,77,4,8,0,42,-1,3,7.0,2.0,5.0,0,8
79900,65,3,7,1,49,-1,0,9.0,2.0,8.0,0,8
158000,72,3,5,1,46,0,-1,8.0,1.0,7.0,0,8
76339,60,3,-1,0,42,-1,-1,6.0,1.0,4.0,0,8
98500,67,3,8,0,41,0,0,12.0,2.0,7.0,0,8
119900,50,3,5,0,44,-1,0,6.0,1.0,2.0,0,8
450000,80,3,4,0,43,0,3,8.0,2.0,6.0,0,8
160900,75,3,-1,0,49,0,-1,8.0,1.0,3.0,0,8
75000,45,2,7,1,46,1,0,16.0,1.0,5.0,0,9
105000,48,3,5,1,41,-1,-1,9.0,2.0,9.0,0,8
104000,70,4,-1,1,47,0,-1,5.0,1.0,3.0,0,8
91500,71,3,8,0,47,-1,0,16.0,2.0,6.0,0,8
68600,49,2,8,0,47,-1,0,9.0,2.0,5.0,0,8
121900,65,3,-1,1,47,-1,-1,10.0,1.0,2.0,0,8
77000,44,2,5,0,100,-1,-1,9.0,1.0,6.0,0,8
155000,68,3,-1,0,44,0,-1,11.0,1.0,6.0,0,8
98900,52,3,-1,1,41,0,-1,11.0,1.0,9.0,0,8
92500,55,3,5,1,47,-1,0,9.0,1.0,4.0,0,1
99500,45,2,5,0,41,0,-1,10.0,1.0,5.0,0,8
109900,77,3,5,0,45,0,0,6.0,1.0,1.0,0,8
105000,87,5,-1,1,49,-1,-1,5.0,1.0,1.0,0,8
61000,47,2,-1,0,45,-1,-1,7.0,1.0,6.0,0,8
80000,41,3,7,1,49,1,0,5.0,1.0,3.0,0,8
95000,64,3,8,0,41,0,-1,10.0,1.0,5.0,0,8
175000,115,4,-1,0,44,-1,-1,10.0,3.0,9.0,0,8
84900,55,3,7,1,42,1,0,9.0,2.0,3.0,0,8
74900,47,2,8,0,44,-1,-1,10.0,1.0,9.0,0,8
119900,45,2,5,0,42,-1,-1,9.0,1.0,1.0,0,8
139000,67,3,5,0,43,0,0,4.0,2.0,3.0,0,8
152261,117,4,8,0,41,-1,-1,12.0,2.0,5.0,0,8
165000,68,3,5,0,42,0,3,10.0,1.0,9.0,0,8
149000,45,3,5,0,43,0,3,10.0,1.0,1.0,0,8
67000,57,3,7,1,42,-1,0,5.0,1.0,1.0,0,8
95845,70,3,-1,0,41,-1,-1,12.0,1.0,4.0,0,8
120000,64,3,-1,0,41,-1,0,11.0,1.0,3.0,0,8
85900,55,3,-1,1,43,-1,-1,10.0,1.0,8.0,0,8
89600,88,4,5,1,26,-1,0,9.0,1.0,3.0,0,8
225000,90,4,5,0,42,0,3,10.0,1.0,5.0,0,8
138000,60,3,8,0,47,-1,3,5.0,2.0,1.0,0,8
265000,80,3,5,0,44,0,0,12.0,1.0,12.0,0,8
43500,46,3,5,0,27,0,0,6.0,2.0,6.0,0,8
47500,59,4,-1,1,23,-1,-1,5.0,1.0,4.0,0,8
42000,56,3,5,0,121,-1,0,9.0,1.0,2.0,0,8
245000,76,3,4,0,43,0,-1,14.0,1.0,9.0,0,8
50000,82,5,7,1,26,-1,-1,5.0,2.0,4.0,0,8
102000,60,3,-1,0,44,-1,-1,15.0,1.0,6.0,0,8
92500,43,3,5,1,42,0,0,5.0,1.0,3.0,0,7
75000,54,3,5,0,108,1,0,9.0,2.0,1.0,0,8
175000,104,4,5,0,49,-1,0,10.0,2.0,1.0,0,8
102900,67,4,-1,1,44,0,-1,9.0,1.0,9.0,0,8
139900,88,4,5,1,47,-1,0,9.0,2.0,1.0,0,2
59900,45,2,5,1,45,-1,-1,5.0,1.0,4.0,0,8
64999,72,4,-1,1,11,-1,-1,4.0,1.0,2.0,0,8
115000,88,3,-1,0,45,-1,-1,12.0,1.0,9.0,0,8
184900,57,3,8,0,43,0,0,12.0,1.0,5.0,0,8
108000,51,2,8,0,42,0,0,12.0,2.0,5.0,0,8
133900,66,3,4,0,41,0,0,14.0,1.0,6.0,0,8
71300,62,3,5,1,146,0,0,6.0,2.0,1.0,0,8
60800,34,2,-1,0,41,-1,-1,9.0,1.0,5.0,0,8
168900,81,3,-1,0,44,0,-1,9.0,2.0,7.0,0,8
230000,99,4,5,0,43,0,0,9.0,2.0,8.0,0,8
57194,48,3,8,0,49,-1,0,9.0,1.0,4.0,0,8
222000,102,4,-1,0,44,-1,-1,12.0,1.0,8.0,0,8
74000,54,3,8,0,44,-1,-1,9.0,1.0,9.0,0,8
75050,79,4,8,0,124,-1,-1,9.0,2.0,2.0,0,8
250000,118,5,7,1,43,0,-1,9.0,2.0,3.0,0,8
65250,75,3,8,0,64,-1,-1,7.0,1.0,1.0,0,8
65410,48,2,8,0,49,0,-1,9.0,1.0,2.0,0,8
165000,69,3,-1,1,42,0,-1,10.0,1.0,6.0,0,8
250000,84,3,-1,0,44,0,0,12.0,1.0,12.0,0,8
175900,115,4,8,0,44,-1,-1,17.0,2.0,17.0,0,8
93000,53,3,7,1,44,-1,-1,9.0,2.0,8.0,0,8
64900,37,3,-1,1,42,-1,0,16.0,1.0,9.0,0,8
340000,113,4,5,0,43,0,-1,7.0,3.0,6.0,0,8
85000,64,4,7,1,44,-1,0,9.0,1.0,9.0,0,1
33900,21,1,5,1,49,-1,0,5.0,1.0,5.0,0,8
122000,65,3,5,0,44,-1,0,13.0,2.0,11.0,0,8
115764,105,5,8,0,49,0,3,11.0,2.0,6.0,0,8
249900,75,4,5,0,44,-1,-1,12.0,1.0,12.0,0,8
94900,45,2,5,0,45,0,-1,9.0,1.0,4.0,0,8
29500,16,2,5,0,41,-1,0,4.0,1.0,2.0,0,8
79900,40,2,5,1,41,0,3,6.0,1.0,5.0,0,8
160000,59,3,5,0,47,-1,0,10.0,2.0,6.0,0,8
28000,32,3,5,1,121,-1,0,5.0,1.0,5.0,0,8
104000,63,4,5,1,47,-1,3,5.0,1.0,3.0,0,8
59900,35,2,5,1,41,-1,-1,9.0,1.0,7.0,0,8
109900,51,3,5,0,49,0,3,9.0,1.0,3.0,0,8
79900,35,2,5,1,41,0,-1,9.0,1.0,7.0,0,8
64500,45,2,-1,0,41,-1,-1,12.0,1.0,12.0,0,8
120000,58,2,5,0,41,0,0,10.0,1.0,1.0,0,8
74000,46,2,8,0,47,-1,-1,16.0,1.0,7.0,0,8
42999,74,4,5,1,138,-1,0,9.0,2.0,3.0,0,1
98900,52,3,4,1,41,0,0,11.0,2.0,9.0,0,8
104000,44,2,5,0,42,0,-1,9.0,1.0,8.0,0,8
210000,69,3,5,0,47,0,-1,15.0,1.0,10.0,0,8
84900,176,4,-1,0,47,-1,-1,2.0,1.0,1.0,0,8
40500,45,3,-1,1,23,-1,0,5.0,1.0,2.0,0,8
122900,77,4,5,1,42,-1,0,9.0,2.0,3.0,0,9
94340,75,4,8,0,42,0,-1,5.0,1.0,4.0,0,8
50000,30,2,-1,1,41,-1,-1,4.0,1.0,2.0,0,8
93000,38,2,5,0,41,1,-1,10.0,1.0,6.0,0,8
57850,45,2,8,0,41,0,-1,18.0,1.0,5.0,0,8
97900,72,3,2,0,44,-1,-1,9.0,2.0,4.0,0,8
176800,104,4,7,0,41,1,0,10.0,1.0,2.0,0,8
32000,17,2,5,1,41,-1,0,5.0,1.0,1.0,0,8
80400,67,3,8,0,49,-1,0,9.0,1.0,4.0,0,8
155900,65,3,5,0,41,0,3,10.0,2.0,2.0,0,8
90000,50,2,5,0,47,-1,-1,10.0,1.0,2.0,0,8
83000,47,3,4,0,26,-1,-1,9.0,1.0,8.0,0,8
195000,72,3,4,0,43,0,3,10.0,1.0,8.0,0,8
160000,65,3,5,0,47,-1,-1,11.0,1.0,6.0,0,8
76356,55,2,8,0,42,0,0,7.0,1.0,4.0,0,8
89900,40,3,5,1,47,-1,0,5.0,1.0,1.0,0,0
80000,94,4,-1,0,47,-1,0,7.0,1.0,5.0,0,8
61300,70,3,8,0,90,-1,0,10.0,2.0,5.0,0,8
54000,33,2,5,1,42,-1,-1,6.0,1.0,6.0,0,8
67000,62,3,8,0,142,-1,-1,5.0,1.0,3.0,0,8
200000,74,3,-1,0,43,-1,-1,9.0,2.0,3.0,0,11
62900,33,2,5,1,41,-1,0,5.0,1.0,4.0,0,7
189000,76,3,5,0,43,0,-1,10.0,2.0,9.0,0,8
75637,81,4,8,0,59,0,3,8.0,2.0,3.0,0,8
73200,53,2,-1,0,124,-1,-1,5.0,1.0,3.0,0,8
81900,63,3,-1,0,45,-1,-1,11.0,1.0,3.0,0,8
86700,48,3,5,1,41,-1,-1,5.0,1.0,2.0,0,8
189000,75,3,5,0,43,0,3,10.0,1.0,9.0,0,8
395000,90,3,5,0,43,0,-1,20.0,1.0,18.0,0,8
115000,67,3,5,0,42,0,0,2.0,1.0,2.0,0,8
79900,40,2,5,0,41,-1,0,14.0,1.0,2.0,0,8
99000,41,2,-1,0,41,-1,-1,9.0,1.0,8.0,0,8
66700,46,2,-1,0,47,-1,-1,16.0,1.0,11.0,0,8
139900,55,2,5,0,47,-1,0,12.0,1.0,12.0,0,8
209900,100,4,5,0,44,-1,0,14.0,2.0,1.0,0,8
165900,111,4,-1,0,41,-1,0,10.0,2.0,2.0,0,8
68000,50,3,8,0,41,-1,3,10.0,1.0,7.0,0,8
77000,68,2,-1,0,47,-1,-1,15.0,1.0,11.0,0,8
94500,43,2,5,0,48,-1,-1,9.0,1.0,9.0,0,8
109900,62,3,5,1,41,0,0,15.0,2.0,3.0,0,8
59900,35,2,-1,1,41,-1,-1,9.0,1.0,7.0,0,8
99000,71,2,-1,0,47,-1,-1,14.0,1.0,4.0,0,8
84950,44,3,-1,1,47,1,-1,5.0,1.0,4.0,0,8
99900,45,3,5,1,41,0,-1,5.0,1.0,2.0,0,7
23200,47,3,7,1,21,-1,-1,5.0,1.0,1.0,0,8
84999,45,3,-1,0,45,-1,-1,7.0,1.0,4.0,0,8
123000,65,3,2,0,47,-1,0,24.0,1.0,8.0,0,8
88000,59,3,8,0,43,0,0,12.0,1.0,10.0,0,8
73500,54,3,7,1,43,-1,0,15.0,1.0,1.0,0,8
97500,74,4,5,1,41,-1,0,9.0,1.0,1.0,0,8
134900,51,3,-1,0,42,-1,-1,8.0,1.0,3.0,0,8
244900,81,3,5,0,43,0,-1,14.0,1.0,9.0,0,8
74900,38,2,5,1,47,-1,0,9.0,1.0,6.0,0,8
245000,90,5,5,0,42,0,0,10.0,2.0,2.0,0,8
62000,37,2,5,1,42,-1,0,9.0,1.0,1.0,0,8
188000,86,3,5,0,47,0,0,14.0,2.0,5.0,0,8
193000,96,4,5,0,44,0,3,21.0,2.0,15.0,0,8
65000,32,2,-1,1,49,-1,-1,2.0,1.0,1.0,0,8
165900,85,4,5,0,41,-1,0,12.0,1.0,4.0,0,8
240000,74,2,4,0,47,-1,3,6.0,1.0,2.0,0,8
60690,44,2,-1,0,46,0,-1,12.0,1.0,5.0,0,8
183900,65,3,5,0,43,0,-1,11.0,1.0,9.0,0,8
36900,24,2,5,1,41,-1,-1,5.0,1.0,3.0,0,8
79000,47,2,5,1,44,-1,0,9.0,1.0,5.0,0,2
82900,90,4,7,1,41,-1,0,5.0,2.0,4.0,0,0
94900,49,3,7,1,49,0,-1,4.0,2.0,2.0,0,3
115000,63,3,-1,0,49,0,-1,10.0,1.0,6.0,0,8
107900,64,3,8,0,46,0,-1,9.0,1.0,6.0,0,8
219000,87,3,8,0,43,0,3,13.0,2.0,13.0,0,8
80000,53,3,8,0,44,-1,-1,10.0,1.0,2.0,0,8
29500,14,2,6,1,44,-1,0,16.0,1.0,10.0,0,8
135000,49,3,5,0,42,0,0,9.0,1.0,5.0,0,8
64900,46,3,5,0,43,0,0,1.0,1.0,1.0,0,8
86900,54,3,7,1,44,-1,0,5.0,1.0,5.0,0,0
84900,48,3,-1,1,41,-1,-1,6.0,1.0,6.0,0,8
137900,60,3,5,0,47,-1,-1,10.0,1.0,7.0,0,8
227900,113,4,5,0,49,-1,-1,8.0,2.0,4.0,0,8
219000,86,4,8,0,43,0,3,13.0,1.0,13.0,0,8
113680,78,4,8,0,43,-1,-1,15.0,2.0,2.0,0,8
102000,44,2,5,0,41,-1,0,15.0,1.0,9.0,0,8
89900,68,3,8,0,99,0,0,7.0,2.0,5.0,0,8
85000,40,2,5,1,44,-1,-1,9.0,1.0,8.0,0,8
89500,48,2,5,0,41,-1,0,12.0,1.0,5.0,0,8
89640,99,4,2,0,45,-1,-1,10.0,2.0,2.0,0,8
165000,82,4,8,0,42,0,-1,12.0,1.0,5.0,0,8
156900,65,3,5,0,47,-1,0,10.0,1.0,2.0,0,8
69000,62,3,0,1,41,-1,-1,5.0,2.0,5.0,0,0
254900,95,4,5,0,42,-1,-1,12.0,1.0,3.0,0,8
104000,67,4,5,0,43,0,0,6.0,1.0,6.0,0,8
55500,30,2,5,1,41,-1,-1,5.0,1.0,3.0,0,8
78000,46,2,8,0,41,0,0,16.0,1.0,9.0,0,8
152000,95,5,-1,0,41,-1,-1,12.0,1.0,12.0,0,8
23999,45,3,-1,0,42,-1,-1,7.0,1.0,4.0,0,8
159500,58,2,5,0,47,0,-1,12.0,1.0,6.0,0,8
105000,39,2,5,0,41,0,0,10.0,1.0,7.0,0,8
91000,91,4,8,0,90,0,3,9.0,2.0,4.0,0,8
178999,86,4,5,0,42,0,-1,10.0,2.0,1.0,0,8
91900,69,4,5,1,42,-1,-1,16.0,1.0,5.0,0,8
100000,51,3,5,1,41,-1,-1,14.0,2.0,6.0,0,8
43900,39,2,0,1,45,1,0,6.0,1.0,5.0,0,8
115000,55,3,5,1,42,-1,3,5.0,1.0,2.0,0,8
124900,70,4,5,0,45,0,2,6.0,1.0,2.0,0,8
298000,108,5,5,0,47,0,2,16.0,2.0,7.0,0,8
82532,105,4,8,0,19,-1,0,7.0,2.0,5.0,0,8
180000,65,3,5,0,44,0,3,12.0,2.0,12.0,0,8
164200,73,3,-1,0,47,-1,-1,10.0,1.0,9.0,0,8
142000,80,3,-1,0,46,0,-1,9.0,1.0,7.0,0,8
250000,85,3,5,0,47,0,3,17.0,2.0,8.0,0,8
78120,56,3,8,0,47,0,0,10.0,1.0,2.0,0,8
80000,49,3,7,1,47,-1,-1,10.0,1.0,10.0,0,8
60800,33,2,5,0,41,-1,-1,10.0,1.0,5.0,0,8
60000,41,2,-1,1,47,0,0,3.0,1.0,3.0,0,8
