animals,author_of_the_announcement,balcony_loggia,compartmentalization,children,developer,floor,housing_fund,bathroom,ceiling_height,living_room,parking_spot,number_of_rooms,number_of_floors,apartment_condition,kitchen_area,living_area,total_area,building_type,price,region,is_penthouse
,Dezvoltator imobiliar,2,Individuală,,,3.0,Construcţii noi,1.0,2.75,Apartament cu living,Subterană,4,9.0,Variantă albă,,,84,Cărămidă,106650,Chișinău_Aeroport,0
Fără animale,Agenție,,Individuală,Se acceptă copii,,5.0,Construcţii noi,2.0,,,Subterană,4,5.0,Variantă albă,,,156,,390000,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,1.0,Construcţii noi,1.0,,,Deschis,3,8.0,Euroreparație,,,55,,95000,Ialoveni_Centru,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,2.0,,,,2,9.0,Variantă albă,,,49,,76500,Chișinău_Râșcani,0
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,,2.0,Construcţii noi,1.0,0.0,Apartament cu living,Deschis,3,7.0,Variantă albă,0 m²,0 m²,75,,105000,Chișinău_Durlești,0
,Agenție,1,Individuală,,Eldorado Terra,8.0,Construcţii noi,2.0,,Apartament cu living,Subterană,3,17.0,Euroreparație,,,85,,254000,Chișinău_Râșcani,0
,Agenție,Nu,Individuală,,,7.0,Construcţii noi,1.0,,Apartament fără living,Deschis,2,9.0,Variantă albă,,,38,,40000,Chișinău_Durlești,0
,Agenție,1,Individuală,,Horus,5.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,14.0,Euroreparație,,,87,,188000,Chișinău_Râșcani,0
,Dezvoltator imobiliar,1,Individuală,,,1.0,Construcţii noi,1.0,2.8,,Subterană,2,9.0,Euroreparație,,,35,,65272,Chișinău_Botanica,0
,Dezvoltator imobiliar,2,Individuală,,,3.0,Construcţii noi,1.0,2.75,Apartament cu living,Subterană,4,9.0,Variantă albă,,,84,Cărămidă,104000,Chișinău_Botanica,0
Se acceptă animale,Dezvoltator imobiliar,1,Individuală,Se acceptă copii,Exfactor-grup,1.0,Construcţii noi,2.0,2.7,Apartament cu living,Deschis,3,11.0,Euroreparație,14 m²,40 m²,83,Cărămidă,166500,Chișinău_Botanica,0
,Persoană fizică,2,Individuală,,,2.0,Construcţii noi,2.0,,,,4,10.0,Design individual,25 m²,100 m²,114,Cotileț,244000,Chișinău_Botanica,0
,Agenție,,Individuală,,Braus Imobiliare,1.0,Construcţii noi,2.0,,Apartament cu living,,4,22.0,Variantă albă,,,97,Beton,135000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,6.0,Construcţii noi,1.0,,,,3,10.0,Euroreparație,,,70,,135000,Chișinău_Botanica,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,1.0,,,Deschis,3,7.0,Euroreparație,,,65,Cărămidă,141500,Chișinău_Telecentru,0
,Persoană fizică,,Individuală,,,2.0,Secundar,1.0,,Apartament cu living,,3,2.0,,,,58,,107000,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,16.0,Secundar,1.0,,,,3,16.0,,,,40,,72900,Chișinău_Buiucani,0
,Agenție,1,Individuală,,Lagmar Impex,4.0,Construcţii noi,1.0,,,Deschis,2,13.0,Euroreparație,,,43,,93500,Chișinău_Râșcani,0
,Agenție,,Individuală,,Dansicons,2.0,Construcţii noi,2.0,0.0,Apartament cu living,Deschis,4,10.0,Euroreparație,0 m²,90 m²,90,Cotileț,195000,Chișinău_Ciocana,0
,Dezvoltator imobiliar,,Individuală,,Inamstro,6.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,Design individual,,,69,Combinat,165000,Chișinău_Buiucani,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,,,3,5.0,Euroreparație,,,47,,94900,Chișinău_Centru,0
,Persoană fizică,,Individuală,,,5.0,Secundar,1.0,,,,1,5.0,,,,21,,31900,Chișinău_Botanica,0
,Agenție,1,Individuală,,Basconslux,4.0,Construcţii noi,1.0,,,Deschis,3,13.0,Euroreparație,,,70,Combinat,169900,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,1.0,Secundar,1.0,,,Deschis,1,5.0,Euroreparație,,,13,Cotileț,25500,Chișinău_Botanica,0
,Agenție,,Brj (Brejnevka),,,5.0,Secundar,1.0,,,Deschis,2,5.0,Reparație cosmetică,,,35,,63000,Chișinău_Telecentru,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Secundar,1.0,,,,2,6.0,,,,24,,38500,Chișinău_Botanica,0
,Agenție,1,Individuală,,Estate Invest Company,5.0,Construcţii noi,2.0,,,Deschis,3,6.0,Construcție nefinisată,,,67,Cărămidă,90720,Dumbrava_Periferie,0
,Agenție,1,Individuală,,Lagmar Impex,2.0,Construcţii noi,1.0,,,Deschis,2,9.0,Construcție nefinisată,,,40,Combinat,60000,Chișinău_Telecentru,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,,Deschis,3,5.0,,,,70,Cotileț,109000,Chișinău_Râșcani,0
,Agenție,,Individuală,,,11.0,Construcţii noi,1.0,,,,4,11.0,,,,64,,146900,Chișinău_Telecentru,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,0.0,,,2,5.0,,0 m²,0 m²,33,,24200,Bălți_Paminteni,0
,Agenție,2,Individuală,,,2.0,Construcţii noi,1.0,,,,3,16.0,Variantă albă,,,60,,87000,Chișinău_Râșcani,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,,,,2,9.0,Variantă albă,,,49,Cărămidă,63750,Chișinău_Telecentru,0
,Persoană fizică,1,Individuală,,,12.0,Construcţii noi,1.0,,Apartament cu living,,2,16.0,Euroreparație,,,45,Beton celular,75000,Stăuceni_Centru,0
,Agenție,,Individuală,,,7.0,Construcţii noi,1.0,,,,4,7.0,,,,60,,74400,Chișinău_Buiucani,0
,Agenție,,Individuală,,,6.0,Construcţii noi,2.0,,Apartament cu living,Deschis,5,6.0,Variantă albă,,,136,,130900,Chișinău_Durlești,0
,Agenție,2,Individuală,,,3.0,Secundar,1.0,,Apartament cu living,Deschis,3,5.0,,,,63,,104000,Chișinău_Râșcani,0
,Persoană fizică,,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,Euroreparație,,,64,,142900,Chișinău_Telecentru,0
,Agenție,,Individuală,,Dansicons,2.0,Construcţii noi,1.0,,Apartament fără living,,2,11.0,Euroreparație,,,35,,89999,Chișinău_Buiucani,0
,Agenție,Nu,Individuală,,,8.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,11.0,Euroreparație,,,51,,135000,Chișinău_Centru,0
,Dezvoltator imobiliar,1,Individuală,,,5.0,Construcţii noi,1.0,2.8,,Subterană,2,6.0,Variantă albă,13 m²,47 m²,48,Combinat,43200,Orhei_Centru,0
,Agenție,2,Individuală,,Gonvaro-Con,8.0,Construcţii noi,1.0,,,Deschis,3,10.0,Euroreparație,,,70,Cotileț,184900,Chișinău_Buiucani,0
,Dezvoltator imobiliar,1,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,Subterană,2,7.0,Variantă albă,13 m²,,46,Combinat,38346,Criuleni_Centru,0
,Dezvoltator imobiliar,3,Individuală,,,3.0,Construcţii noi,1.0,2.75,,Subterană,4,9.0,Variantă albă,,,90,Cărămidă,109800,Chișinău_Aeroport,0
,Agenție,,Individuală,,Estate Invest Company,4.0,Construcţii noi,1.0,0.0,,,3,9.0,,0 m²,0 m²,63,,80900,Chișinău_Durlești,0
Fără animale,Agenție,1,Individuală,Se acceptă copii,,8.0,Secundar,2.0,,Apartament cu living,Deschis,3,9.0,Euroreparație,,,58,,127900,Chișinău_Buiucani,0
,Persoană fizică,1,Individuală,,,6.0,Construcţii noi,2.0,,,Deschis,4,10.0,Euroreparație,,,109,Cotileț,234999,Chișinău_Centru,0
,Dezvoltator imobiliar,1,Individuală,,Lagmar Impex,8.0,Construcţii noi,2.0,,Apartament cu living,,4,14.0,Variantă albă,,,80,,89000,Chișinău_Poșta Veche,0
,Persoană fizică,1,Individuală,,,4.0,Construcţii noi,2.0,,Apartament fără living,Subterană,3,9.0,Variantă albă,,,66,Cărămidă,72900,Chișinău_Poșta Veche,0
,Persoană fizică,,Individuală,,,7.0,Secundar,1.0,,Apartament cu living,,4,9.0,,,,70,,109900,Chișinău_Ciocana,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,,,,4,5.0,Variantă albă,,,99,,69000,Codru_Centru,0
,Dezvoltator imobiliar,1,Individuală,,,2.0,Secundar,1.0,2.75,,Deschis,3,2.0,Are nevoie de reparație,,33 m²,33,Cotileț,49999,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,4.0,Construcţii noi,1.0,,,,2,10.0,,,,50,,70400,Chișinău_Botanica,0
,Agenție,1,Individuală,,,3.0,Secundar,1.0,0.0,Apartament fără living,Deschis,3,5.0,Reparație cosmetică,0 m²,0 m²,44,Cotileț,82000,Chișinău_Telecentru,0
,Agenție,1,Individuală,,Eldorado Terra,11.0,Construcţii noi,2.0,,,Deschis,3,15.0,Euroreparație,,,82,Combinat,198500,Chișinău_Botanica,0
,Agenție,1,Individuală,,Inamstro,5.0,Construcţii noi,1.0,,,Deschis,3,9.0,Euroreparație,,,70,Cărămidă,175000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,Exfactor-grup,7.0,Construcţii noi,2.0,,,Deschis,3,13.0,Variantă albă,,,71,Cărămidă,131000,Chișinău_Buiucani,0
,Agenție,Nu,Pe pămănt,,,1.0,Construcţii noi,1.0,,,Garaj,3,1.0,Euroreparație,,,50,,100000,Chișinău_Centru,0
,Agenție,3,Individuală,,,4.0,Secundar,2.0,0.0,Apartament cu living,Deschis,4,5.0,Euroreparație,0 m²,0 m²,102,,250000,Chișinău_Centru,0
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,,3.0,Construcţii noi,1.0,,Apartament fără living,Deschis,2,7.0,Variantă albă,,,41,,67900,Dumbrava_Centru,0
,Persoană fizică,1,Individuală,,,2.0,Secundar,1.0,,,,3,2.0,Reparație cosmetică,,35 m²,35,Combinat,27000,Strășeni_Periferie,0
,Agenție,Nu,Individuală,,,2.0,Secundar,1.0,,,Deschis,2,4.0,Fără reparație,,,34,Cotileț,86999,Chișinău_Centru,0
,Agenție,1,Individuală,,Eldorado Terra,3.0,Construcţii noi,1.0,0.0,Apartament cu living,Deschis,2,12.0,Euroreparație,0 m²,0 m²,39,,110000,Chișinău_Centru,0
,Persoană fizică,Nu,Cămin familial,,,3.0,Secundar,1.0,25.0,Apartament fără living,Deschis,2,5.0,Euroreparație,9 m²,20 m²,23,Cotileț,31500,Chișinău_Botanica,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,1.0,0.0,Apartament cu living,Deschis,3,10.0,Variantă albă,0 m²,0 m²,56,Beton celular,75000,Chișinău_Durlești,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,1.0,,,Deschis,2,10.0,Variantă albă,,,42,,84000,Chișinău_Râșcani,0
,Persoană fizică,,Cş (Ceşka),,Lagmar Impex,6.0,Construcţii noi,1.0,,Apartament cu living,,3,14.0,Euroreparație,,,80,Beton,179999,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,,4.0,Secundar,1.0,,Apartament fără living,Deschis,2,9.0,Euroreparație,,,20,,37500,Chișinău_Botanica,0
,Persoană fizică,1,Individuală,,,2.0,Secundar,1.0,2.5,Apartament cu living,Deschis,3,2.0,Euroreparație,,,70,Combinat,65000,Bălți_5 cartier,0
,Agenție,Nu,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,6.0,Euroreparație,,,70,,209888,Chișinău_Buiucani,0
,Agenție,Nu,Individuală,,,2.0,Construcţii noi,2.0,,,Deschis,2,10.0,Design individual,,,50,Combinat,97000,Chișinău_Botanica,0
,Agenție,,Individuală,,,2.0,Secundar,1.0,,,,2,5.0,,,,51,,99900,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,1.0,,,,3,9.0,Variantă albă,,,54,,78500,Chișinău_Ciocana,0
,Agenție,,Individuală,,,11.0,Secundar,1.0,,,,2,12.0,Euroreparație,,,25,,48900,Chișinău_Botanica,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,0.0,,,3,4.0,,0 m²,0 m²,45,,105500,Chișinău_Râșcani,0
,Agenție,,Individuală,,Basconslux,3.0,Construcţii noi,1.0,,,,4,9.0,Variantă albă,,,86,,86400,Ungheni_Centru,0
,Persoană fizică,1,Individuală,,,6.0,Construcţii noi,1.0,,,Deschis,4,10.0,Variantă albă,,,63,Combinat,80000,Chișinău_Botanica,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,2.0,,,Deschis,3,10.0,,,,89,,209000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,8.0,Secundar,2.0,,,Deschis,3,9.0,Euroreparație,,,51,,89500,Chișinău_Botanica,0
,Agenție,1,Individuală,,,8.0,Construcţii noi,2.0,,,Deschis,2,10.0,Euroreparație,,,47,Cărămidă,124500,Chișinău_Ciocana,0
Se acceptă animale,Persoană fizică,2,143,Se acceptă copii,,7.0,Secundar,1.0,,Apartament cu living,Deschis,4,9.0,Reparație cosmetică,,,70,Panou,98000,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,,10.0,Construcţii noi,2.0,,Apartament cu living,Deschis,4,12.0,Euroreparație,,,131,,471000,Chișinău_Centru,0
Cu acordul stăpânului,Agenție,,Individuală,Cu acordul stăpânului,,8.0,Construcţii noi,1.0,,,Deschis,2,20.0,Euroreparație,,,49,,115000,Chișinău_Ciocana,0
,Dezvoltator imobiliar,1,Individuală,,,3.0,Construcţii noi,1.0,2.92,Apartament cu living,Garaj,2,8.0,Variantă albă,11 m²,50 m²,50,Cărămidă,60000,Bălți_Autogara,0
,Agenție,Nu,Individuală,,,7.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,10.0,Euroreparație,,,40,,89000,Chișinău_Durlești,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,8.0,Euroreparație,,,132,Cărămidă,499000,Chișinău_Centru,0
,Agenție,Nu,Individuală,,Exfactor-grup,5.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,11.0,Euroreparație,,,50,Cotileț,119900,Chișinău_Poșta Veche,0
,Agenție,Nu,Individuală,,,7.0,Construcţii noi,1.0,,,Deschis,2,9.0,Euroreparație,,,36,Cărămidă,81000,Chișinău_Ciocana,0
,Persoană fizică,1,Individuală,,,2.0,Construcţii noi,2.0,2.8,Apartament cu living,Subterană,4,4.0,Variantă albă,,,99,Cotileț,200000,Chișinău_Durlești,0
,Dezvoltator imobiliar,,Individuală,,,6.0,Construcţii noi,1.0,,Apartament cu living,,3,9.0,,,,58,,115900,Chișinău_Buiucani,0
,Persoană fizică,,Individuală,,,1.0,Secundar,1.0,,,,2,5.0,Reparație cosmetică,,,22,Cotileț,35900,Chișinău_Râșcani,0
,Dezvoltator imobiliar,1,Individuală,,Astercon,1.0,Construcţii noi,1.0,2.75,,Garaj,3,8.0,Variantă albă,13 m²,1 m²,61,Cotileț,89320,Dumbrava_Periferie,0
,Agenție,Nu,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,10.0,Variantă albă,,,55,,105000,Chișinău_Buiucani,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,,Apartament cu living,,4,9.0,Euroreparație,,,111,Cotileț,169000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,Braus Imobiliare,19.0,Construcţii noi,1.0,0.02,,Deschis,2,22.0,Design individual,,46 m²,46,Cărămidă,119000,Chișinău_Ciocana,0
,Persoană fizică,,Individuală,,,6.0,Construcţii noi,1.0,,,Deschis,2,7.0,Variantă albă,,,42,Cărămidă,37998,Bălți_BAM,0
,Agenție,1,Individuală,,,1.0,Secundar,1.0,,Apartament fără living,Deschis,3,3.0,Euroreparație,,,79,,60000,Chișinău_Telecentru,0
,Agenție,1,Ms (serie  moldovenească),,,10.0,Secundar,2.0,,,Deschis,3,10.0,Euroreparație,,,55,Panou,99900,Chișinău_Ciocana,0
,Agenție,2,Individuală,,,2.0,Construcţii noi,2.0,,,Subterană,3,10.0,Euroreparație,,,64,Cărămidă,134900,Chișinău_Poșta Veche,0
,Persoană fizică,1,Individuală,,,4.0,Secundar,1.0,,Apartament fără living,Deschis,3,5.0,Euroreparație,,,44,Cotileț,101900,Chișinău_Telecentru,0
,Agenție,2,Individuală,,,9.0,Secundar,2.0,,Apartament cu living,Deschis,3,10.0,Euroreparație,,,50,,104900,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,Inamstro,3.0,Construcţii noi,1.0,,Apartament cu living,,3,15.0,Variantă albă,,,69,Cărămidă,116000,Chișinău_Ciocana,0
,Persoană fizică,1,Individuală,,Inamstro,4.0,Construcţii noi,1.0,2.8,Apartament cu living,Deschis,3,7.0,Design individual,24 m²,,70,Cărămidă,175000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,,3,16.0,Euroreparație,,,76,,245000,Chișinău_Telecentru,0
,Dezvoltator imobiliar,,Individuală,,,5.0,Construcţii noi,1.0,,,Deschis,3,5.0,Euroreparație,,,60,,86900,Chișinău_Durlești,0
,Dezvoltator imobiliar,,Individuală,,,8.0,Construcţii noi,1.0,,Apartament cu living,Subterană,3,12.0,Euroreparație,,,88,Cărămidă,158400,Chișinău_Telecentru,0
,Persoană fizică,,Individuală,,,5.0,Construcţii noi,1.0,,,,3,5.0,Reparație cosmetică,,,72,,57000,Bălți_Podul Chișinăului,0
,Dezvoltator imobiliar,,Individuală,,,1.0,Secundar,1.0,,Apartament cu living,,2,1.0,,,,30,,71900,Chișinău_Centru,0
,Agenție,1,Individuală,,,2.0,Secundar,1.0,,,Deschis,3,5.0,Reparație cosmetică,6 m²,28 m²,42,Cotileț,77900,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,10.0,Construcţii noi,2.0,,Apartament cu living,Deschis,4,14.0,Euroreparație,,,70,,160000,Chișinău_Râșcani,0
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,,2.0,Secundar,1.0,2.4,Apartament fără living,Deschis,4,5.0,Reparație cosmetică,9 m²,,70,Cotileț,52500,Soroca_Periferie,0
,Agenție,Nu,Individuală,,Lagmar Impex,10.0,Construcţii noi,1.0,3.0,,Subterană,2,16.0,Variantă albă,12 m²,25 m²,51,Cărămidă,76150,Chișinău_Râșcani,0
,Persoană fizică,2,Individuală,,,2.0,Secundar,2.0,,Apartament cu living,Deschis,3,7.0,Design individual,,,79,,179500,Chișinău_Centru,0
,Agenție,1,Ms (serie  moldovenească),,,10.0,Secundar,2.0,,Apartament cu living,Deschis,3,10.0,Euroreparație,,,50,,99900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,5.0,Secundar,1.0,,Apartament fără living,Deschis,3,5.0,Reparație cosmetică,,,46,,83000,Chișinău_Telecentru,0
,Dezvoltator imobiliar,2,Cş (Ceşka),,,5.0,Secundar,1.0,,,Deschis,4,5.0,Design individual,,,83,Cotileț,115000,Chișinău_Râșcani,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,,Deschis,3,3.0,Euroreparație,,,67,Cotileț,76000,Bălți_Centru,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,,,2,9.0,,,,36,,66900,Chișinău_Centru,0
,Agenție,1,Individuală,,,2.0,Secundar,1.0,,Apartament cu living,Deschis,3,5.0,Euroreparație,,,47,,107000,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,,7.0,Construcţii noi,2.0,,,Deschis,3,10.0,Euroreparație,,,80,Combinat,119000,Vatra_Periferie,0
,Agenție,,Individuală,,,1.0,Construcţii noi,1.0,,Apartament cu living,,2,4.0,Euroreparație,,,54,,185000,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Construcţii noi,1.0,0.0,,,4,5.0,,0 m²,0 m²,79,,197500,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,16.0,Secundar,1.0,2.5,,,3,16.0,Euroreparație,,,39,,70000,Chișinău_Buiucani,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,Apartament cu living,Deschis,3,5.0,Euroreparație,,48 m²,48,,94900,Chișinău_Telecentru,0
,Agenție,1,Individuală,,,1.0,Construcţii noi,2.0,,,,4,10.0,Euroreparație,,,101,,209000,Chișinău_Ciocana,0
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,7.0,Construcţii noi,1.0,,Apartament cu living,Deschis,4,10.0,Euroreparație,,,76,,169900,Chișinău_Buiucani,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Construcţii noi,1.0,,,Subterană,2,5.0,Variantă albă,,,21,Cărămidă,30240,Chișinău_Poșta Veche,0
,Dezvoltator imobiliar,1,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,12.0,Euroreparație,,,74,,195000,Chișinău_Botanica,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,2.0,,Apartament cu living,Subterană,3,10.0,Variantă albă,,,73,Combinat,108600,Chișinău_Durlești,0
,Agenție,1,Individuală,,,2.0,Secundar,1.0,,,,2,5.0,Euroreparație,,,30,,28900,Bălți_BAM,0
,Persoană fizică,2,Individuală,,,6.0,Construcţii noi,2.0,0.0,Apartament cu living,Subterană,5,7.0,Euroreparație,0 m²,0 m²,163,,584999,Chișinău_Centru,0
,Persoană fizică,,Individuală,,,1.0,Secundar,1.0,,,,2,9.0,Reparație cosmetică,,,20,,33000,Chișinău_Ciocana,0
,Agenție,4 și mai multe,Individuală,,,16.0,Construcţii noi,2.0,,,Deschis,4,16.0,Variantă albă,,,120,,150000,Chișinău_Râșcani,0
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,,10.0,Construcţii noi,1.0,,Apartament fără living,Deschis,3,10.0,Euroreparație,,,68,,190000,Chișinău_Botanica,0
,Agenție,1,Individuală,,Exfactor-grup,4.0,Construcţii noi,2.0,,Apartament cu living,,2,10.0,Euroreparație,,,53,Combinat,119000,Chișinău_Buiucani,0
,Dezvoltator imobiliar,,Individuală,,,8.0,Secundar,1.0,,,,3,9.0,,,,55,,95000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,9.0,Euroreparație,,,63,,114900,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,10.0,Secundar,1.0,,Apartament cu living,,3,10.0,,,,55,,100000,Chișinău_Ciocana,0
,Agenție,4 și mai multe,Individuală,,,6.0,Construcţii noi,1.0,,,Deschis,3,14.0,Euroreparație,,,93,,159000,Chișinău_Telecentru,0
,Agenție,,Individuală,,,11.0,Construcţii noi,1.0,,Apartament cu living,,3,11.0,Euroreparație,,,79,,173000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,8.0,Secundar,1.0,0.0,,,4,9.0,Euroreparație,0 m²,0 m²,72,,124000,Chișinău_Centru,0
,Agenție,2,Individuală,,,4.0,Construcţii noi,1.0,,,Deschis,4,5.0,Euroreparație,,,122,,110000,Chișinău_Durlești,0
,Agenție,1,Individuală,,,4.0,Secundar,2.0,,,,4,5.0,Reparație cosmetică,,,70,,124900,Chișinău_Botanica,0
,Persoană fizică,,Garsonieră,,,2.0,Secundar,1.0,25.0,,Deschis,2,5.0,Reparație cosmetică,3 m²,15 m²,22,Cotileț,34000,Chișinău_Botanica,0
,Agenție,,Individuală,,Volare Tur,1.0,Construcţii noi,1.0,,Apartament cu living,,3,5.0,Euroreparație,,,85,,149000,Chișinău_Telecentru,0
,Agenție,,Individuală,,,8.0,Construcţii noi,1.0,,,,2,16.0,Variantă albă,,,45,Cărămidă,69300,Chișinău_Râșcani,0
,Agenție,Nu,Individuală,,,2.0,Secundar,1.0,,,Deschis,2,5.0,Euroreparație,,,28,,44900,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,1.0,,,,2,15.0,Variantă albă,,,54,,90000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,1.0,,,,2,10.0,Euroreparație,,,48,,89500,Chișinău_Botanica,0
,Agenție,,Individuală,,,10.0,Construcţii noi,1.0,,,,4,10.0,,,,96,,164900,Chișinău_Ciocana,0
,Agenție,2,Individuală,,,4.0,Construcţii noi,2.0,,,Deschis,5,9.0,Euroreparație,,,11,,219900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,4.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,5.0,Variantă albă,,,73,,93800,Chișinău_Buiucani,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,Apartament cu living,,2,5.0,Euroreparație,,,32,,67900,Chișinău_Botanica,0
Cu acordul stăpânului,Agenție,,Individuală,Cu acordul stăpânului,,4.0,Construcţii noi,2.0,,,Deschis,3,6.0,Variantă albă,,,67,,85700,Dumbrava_Centru,0
,Agenție,1,Individuală,,Lagmar Impex,4.0,Construcţii noi,1.0,,Apartament cu living,Subterană,2,9.0,Euroreparație,,,45,,149900,Chișinău_Centru,0
,Agenție,1,Individuală,,,7.0,Construcţii noi,1.0,,,Deschis,2,10.0,Variantă albă,,,55,,52250,Chișinău_Telecentru,0
,Dezvoltator imobiliar,,Individuală,,,5.0,Secundar,1.0,0.0,,,2,5.0,,0 m²,0 m²,30,,53900,Chișinău_Telecentru,0
,Agenție,,Individuală,,,2.0,Secundar,1.0,,,,3,2.0,Reparație cosmetică,,,70,Cotileț,78000,Chișinău_Poșta Veche,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,,,2,5.0,Euroreparație,,,33,Cotileț,68500,Chișinău_Botanica,0
,Agenție,1,Individuală,,,10.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,12.0,Euroreparație,,,43,,116500,Chișinău_Telecentru,0
,Agenție,,Individuală,,,6.0,Secundar,1.0,,,,2,6.0,Euroreparație,,,41,Panou,106000,Chișinău_Centru,0
,Agenție,,Individuală,,,15.0,Construcţii noi,1.0,,,,3,16.0,,,,79,,127000,Chișinău_Botanica,0
,Dezvoltator imobiliar,1,Individuală,,,1.0,Construcţii noi,2.0,0.0,Apartament cu living,Subterană,4,9.0,Variantă albă,0 m²,0 m²,87,Cărămidă,92880,Chișinău_Râșcani,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,,,2,9.0,,,,46,,61800,Chișinău_Telecentru,0
,Persoană fizică,Nu,Individuală,,,5.0,Secundar,1.0,,,Deschis,1,5.0,Reparație cosmetică,,,36,,34900,Chișinău_Ciocana,0
,Dezvoltator imobiliar,1,Individuală,,,2.0,Construcţii noi,1.0,2.9,,Subterană,4,4.0,Variantă albă,21 m²,,85,,84380,Ialoveni_Centru,0
,Agenție,1,Individuală,,Exfactor-grup,5.0,Construcţii noi,1.0,,Apartament cu living,,2,9.0,Euroreparație,,,48,,109500,Chișinău_Buiucani,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Construcţii noi,1.0,,,,2,5.0,,,20 m²,22,,25900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,Solomon Construct Imobil,4.0,Construcţii noi,2.0,,,Deschis,3,12.0,Construcție nefinisată,,,69,Cărămidă,93720,Chișinău_Botanica,0
